timestamp,value
1.530556,-149.0
1.533333,-146.0
1.536111,-143.0
1.538889,-137.0
1.541667,-130.0
1.544444,-123.0
1.547222,-117.0
1.550000,-110.0
1.552778,-105.0
1.555556,-99.0
1.558333,-95.0
1.561111,-93.0
1.563889,-91.0
1.566667,-89.0
1.569444,-86.0
1.572222,-84.0
1.575000,-80.0
1.577778,-74.0
1.580556,-64.0
1.583333,-52.0
1.586111,-37.0
1.588889,-23.0
1.591667,-8.0
1.594444,7.0
1.597222,25.0
1.600000,43.0
1.602778,61.0
1.605556,79.0
1.608333,98.0
1.611111,118.0
1.613889,134.0
1.616667,146.0
1.619444,154.0
1.622222,157.0
1.625000,156.0
1.627778,151.0
1.630556,143.0
1.633333,137.0
1.636111,132.0
1.638889,127.0
1.641667,124.0
1.644444,121.0
1.647222,120.0
1.650000,118.0
1.652778,114.0
1.655556,109.0
1.658333,105.0
1.661111,100.0
1.663889,96.0
1.666667,93.0
1.669444,92.0
1.672222,92.0
1.675000,95.0
1.677778,101.0
1.680556,109.0
1.683333,117.0
1.686111,124.0
1.688889,130.0
1.691667,136.0
1.694444,141.0
1.697222,147.0
1.700000,154.0
1.702778,163.0
1.705556,173.0
1.708333,185.0
1.711111,196.0
1.713889,207.0
1.716667,216.0
1.719444,222.0
1.722222,228.0
1.725000,234.0
1.727778,243.0
1.730556,253.0
1.733333,267.0
1.736111,283.0
1.738889,299.0
1.741667,317.0
1.744444,333.0
1.747222,347.0
1.750000,358.0
1.752778,364.0
1.755556,367.0
1.758333,368.0
1.761111,362.0
1.763889,349.0
1.766667,332.0
1.769444,312.0
1.772222,290.0
1.775000,269.0
1.777778,249.0
1.780556,236.0
1.783333,227.0
1.786111,222.0
1.788889,219.0
1.791667,219.0
1.794444,220.0
1.797222,223.0
1.800000,227.0
1.802778,231.0
1.805556,235.0
1.808333,241.0
1.811111,248.0
1.813889,253.0
1.816667,252.0
1.819444,241.0
1.822222,223.0
1.825000,197.0
1.827778,168.0
1.830556,140.0
1.833333,126.0
1.836111,137.0
1.838889,188.0
1.841667,289.0
1.844444,452.0
1.847222,672.0
1.850000,865.0
1.852778,1059.0
1.855556,1265.0
1.858333,1472.0
1.861111,1641.0
1.863889,1730.0
1.866667,1730.0
1.869444,1695.0
1.872222,1563.0
1.875000,1336.0
1.877778,1035.0
1.880556,706.0
1.883333,397.0
1.886111,129.0
1.888889,-66.0
1.891667,-158.0
1.894444,-175.0
1.897222,-135.0
1.900000,-67.0
1.902778,9.0
1.905556,81.0
1.908333,140.0
1.911111,182.0
1.913889,210.0
1.916667,223.0
1.919444,228.0
1.922222,229.0
1.925000,231.0
1.927778,232.0
1.930556,233.0
1.933333,234.0
1.936111,236.0
1.938889,237.0
1.941667,240.0
1.944444,241.0
1.947222,245.0
1.950000,249.0
1.952778,251.0
1.955556,254.0
1.958333,256.0
1.961111,254.0
1.963889,251.0
1.966667,249.0
1.969444,248.0
1.972222,248.0
1.975000,247.0
1.977778,249.0
1.980556,249.0
1.983333,250.0
1.986111,248.0
1.988889,246.0
1.991667,243.0
1.994444,240.0
1.997222,235.0
2.000000,246.0
2.002778,253.0
2.005556,243.0
2.008333,226.0
2.011111,207.0
2.013889,194.0
2.016667,193.0
2.019444,182.0
2.022222,176.0
2.025000,178.0
2.027778,183.0
2.030556,192.0
2.033333,200.0
2.036111,203.0
2.038889,205.0
2.041667,209.0
2.044444,219.0
2.047222,234.0
2.050000,252.0
2.052778,268.0
2.055556,282.0
2.058333,292.0
2.061111,302.0
2.063889,314.0
2.066667,323.0
2.069444,326.0
2.072222,325.0
2.075000,317.0
2.077778,304.0
2.080556,288.0
2.083333,275.0
2.086111,262.0
2.088889,252.0
2.091667,241.0
2.094444,229.0
2.097222,219.0
2.100000,211.0
2.102778,202.0
2.105556,195.0
2.108333,190.0
2.111111,188.0
2.113889,187.0
2.116667,187.0
2.119444,186.0
2.122222,183.0
2.125000,180.0
2.127778,175.0
2.130556,170.0
2.133333,166.0
2.136111,164.0
2.138889,165.0
2.141667,169.0
2.144444,175.0
2.147222,185.0
2.150000,195.0
2.152778,205.0
2.155556,212.0
2.158333,216.0
2.161111,217.0
2.163889,217.0
2.166667,215.0
2.169444,214.0
2.172222,213.0
2.175000,217.0
2.177778,225.0
2.180556,239.0
2.183333,257.0
2.186111,275.0
2.188889,294.0
2.191667,307.0
2.194444,312.0
2.197222,310.0
2.200000,302.0
2.202778,286.0
2.205556,265.0
2.208333,239.0
2.211111,212.0
2.213889,186.0
2.216667,161.0
2.219444,138.0
2.222222,118.0
2.225000,102.0
2.227778,89.0
2.230556,78.0
2.233333,71.0
2.236111,66.0
2.238889,65.0
2.241667,66.0
2.244444,68.0
2.247222,71.0
2.250000,75.0
2.252778,79.0
2.255556,81.0
2.258333,78.0
2.261111,71.0
2.263889,57.0
2.266667,38.0
2.269444,11.0
2.272222,-18.0
2.275000,-45.0
2.277778,-61.0
2.280556,-59.0
2.283333,-26.0
2.286111,47.0
2.288889,173.0
2.291667,353.0
2.294444,600.0
2.297222,815.0
2.300000,1020.0
2.302778,1233.0
2.305556,1443.0
2.308333,1558.0
2.311111,1553.0
2.313889,1406.0
2.316667,1214.0
2.319444,968.0
2.322222,657.0
2.325000,293.0
2.327778,-23.0
2.330556,-269.0
2.333333,-433.0
2.336111,-508.0
2.338889,-515.0
2.341667,-473.0
2.344444,-401.0
2.347222,-319.0
2.350000,-235.0
2.352778,-162.0
2.355556,-102.0
2.358333,-59.0
2.361111,-32.0
2.363889,-18.0
2.366667,-10.0
2.369444,-8.0
2.372222,-8.0
2.375000,-10.0
2.377778,-12.0
2.380556,-11.0
2.383333,-8.0
2.386111,-4.0
2.388889,2.0
2.391667,10.0
2.394444,20.0
2.397222,29.0
2.400000,37.0
2.402778,44.0
2.405556,51.0
2.408333,58.0
2.411111,63.0
2.413889,66.0
2.416667,68.0
2.419444,70.0
2.422222,72.0
2.425000,72.0
2.427778,72.0
2.430556,70.0
2.433333,70.0
2.436111,69.0
2.438889,68.0
2.441667,66.0
2.444444,61.0
2.447222,57.0
2.450000,55.0
2.452778,55.0
2.455556,57.0
2.458333,62.0
2.461111,69.0
2.463889,79.0
2.466667,88.0
2.469444,96.0
2.472222,101.0
2.475000,104.0
2.477778,110.0
2.480556,118.0
2.483333,127.0
2.486111,139.0
2.488889,155.0
2.491667,180.0
2.494444,207.0
2.497222,230.0
2.500000,251.0
2.502778,269.0
2.505556,286.0
2.508333,298.0
2.511111,305.0
2.513889,311.0
2.516667,315.0
2.519444,316.0
2.522222,313.0
2.525000,302.0
2.527778,285.0
2.530556,259.0
2.533333,232.0
2.536111,206.0
2.538889,181.0
2.541667,160.0
2.544444,141.0
2.547222,125.0
2.550000,117.0
2.552778,110.0
2.555556,105.0
2.558333,101.0
2.561111,99.0
2.563889,99.0
2.566667,100.0
2.569444,98.0
2.572222,94.0
2.575000,90.0
2.577778,86.0
2.580556,84.0
2.583333,84.0
2.586111,85.0
2.588889,89.0
2.591667,94.0
2.594444,101.0
2.597222,105.0
2.600000,107.0
2.602778,104.0
2.605556,99.0
2.608333,91.0
2.611111,81.0
2.613889,71.0
2.616667,65.0
2.619444,62.0
2.622222,64.0
2.625000,71.0
2.627778,82.0
2.630556,97.0
2.633333,113.0
2.636111,125.0
2.638889,129.0
2.641667,128.0
2.644444,122.0
2.647222,111.0
2.650000,94.0
2.652778,71.0
2.655556,45.0
2.658333,18.0
2.661111,-8.0
2.663889,-32.0
2.666667,-51.0
2.669444,-64.0
2.672222,-74.0
2.675000,-81.0
2.677778,-85.0
2.680556,-86.0
2.683333,-86.0
2.686111,-89.0
2.688889,-92.0
2.691667,-92.0
2.694444,-90.0
2.697222,-89.0
2.700000,-88.0
2.702778,-89.0
2.705556,-94.0
2.708333,-105.0
2.711111,-125.0
2.713889,-152.0
2.716667,-184.0
2.719444,-217.0
2.722222,-244.0
2.725000,-250.0
2.727778,-224.0
2.730556,-150.0
2.733333,-20.0
2.736111,172.0
2.738889,437.0
2.741667,717.0
2.744444,949.0
2.747222,1157.0
2.750000,1352.0
2.752778,1485.0
2.755556,1494.0
2.758333,1361.0
2.761111,1142.0
2.763889,890.0
2.766667,602.0
2.769444,267.0
2.772222,-62.0
2.775000,-322.0
2.777778,-503.0
2.780556,-599.0
2.783333,-612.0
2.786111,-576.0
2.788889,-515.0
2.791667,-446.0
2.794444,-379.0
2.797222,-324.0
2.800000,-287.0
2.802778,-269.0
2.805556,-262.0
2.808333,-258.0
2.811111,-254.0
2.813889,-251.0
2.816667,-247.0
2.819444,-242.0
2.822222,-237.0
2.825000,-231.0
2.827778,-223.0
2.830556,-214.0
2.833333,-207.0
2.836111,-200.0
2.838889,-196.0
2.841667,-195.0
2.844444,-194.0
2.847222,-195.0
2.850000,-195.0
2.852778,-194.0
2.855556,-193.0
2.858333,-188.0
2.861111,-181.0
2.863889,-173.0
2.866667,-168.0
2.869444,-164.0
2.872222,-163.0
2.875000,-162.0
2.877778,-163.0
2.880556,-164.0
2.883333,-164.0
2.886111,-163.0
2.888889,-162.0
2.891667,-159.0
2.894444,-153.0
2.897222,-146.0
2.900000,-142.0
2.902778,-138.0
2.905556,-132.0
2.908333,-126.0
2.911111,-120.0
2.913889,-116.0
2.916667,-112.0
2.919444,-104.0
2.922222,-94.0
2.925000,-84.0
2.927778,-73.0
2.930556,-59.0
2.933333,-44.0
2.936111,-27.0
2.938889,-8.0
2.941667,9.0
2.944444,28.0
2.947222,44.0
2.950000,57.0
2.952778,62.0
2.955556,62.0
2.958333,53.0
2.961111,41.0
2.963889,28.0
2.966667,13.0
2.969444,0.0
2.972222,-14.0
2.975000,-27.0
2.977778,-37.0
2.980556,-50.0
2.983333,-62.0
2.986111,-76.0
2.988889,-89.0
2.991667,-99.0
2.994444,-106.0
2.997222,-113.0
3.000000,-125.0
3.002778,-145.0
3.005556,-163.0
3.008333,-170.0
3.011111,-167.0
3.013889,-164.0
3.016667,-171.0
3.019444,-180.0
3.022222,-185.0
3.025000,-189.0
3.027778,-194.0
3.030556,-203.0
3.033333,-210.0
3.036111,-212.0
3.038889,-207.0
3.041667,-198.0
3.044444,-187.0
3.047222,-180.0
3.050000,-176.0
3.052778,-173.0
3.055556,-169.0
3.058333,-162.0
3.061111,-156.0
3.063889,-155.0
3.066667,-159.0
3.069444,-164.0
3.072222,-167.0
3.075000,-160.0
3.077778,-147.0
3.080556,-130.0
3.083333,-107.0
3.086111,-87.0
3.088889,-72.0
3.091667,-65.0
3.094444,-66.0
3.097222,-72.0
3.100000,-82.0
3.102778,-97.0
3.105556,-115.0
3.108333,-136.0
3.111111,-153.0
3.113889,-167.0
